country_code,year,access_to_clean_fuels_and_technologies_for_cooking_percent_of_population,access_to_electricity_percent_of_population,adjusted_savings_natural_resources_depletion_percent_of_gni,adjusted_savings_net_forest_depletion_percent_of_gni,agricultural_land_percent_of_land_area,agriculture_forestry_and_fishing_value_added_percent_of_gdp,annual_freshwater_withdrawals_total_percent_of_internal_resources,annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income_total_population_percent,cause_of_death_by_communicable_diseases_and_maternal_prenatal_and_nutrition_conditions_percent_of_total,children_in_employment_total_percent_of_children_ages_7_14,co2_emissions_metric_tons_per_capita,control_of_corruption_estimate,cooling_degree_days_projected_change_in_number_of_degree_celsius,droughts_floods_extreme_temperatures_percent_of_population_average_1990_2009,ease_of_doing_business_index_1_most_business_friendly_regulations,electricity_production_from_coal_sources_percent_of_total,energy_imports_net_percent_of_energy_use,energy_intensity_level_of_primary_energy_mj_2011_ppp_gdp,energy_use_kg_of_oil_equivalent_per_capita,fertility_rate_total_births_per_woman,food_production_index_2004_2006_100,forest_area_percent_of_land_area,fossil_fuel_energy_consumption_percent_of_total,gdp_growth_annual_percent,ghg_net_emissions_removals_by_lucf_mt_of_co2_equivalent,gini_index_world_bank_estimate,government_effectiveness_estimate,government_expenditure_on_education_total_percent_of_government_expenditure,heat_index_35_projected_change_in_days,hospital_beds_per_1_000_people,income_share_held_by_lowest_20_percent,individuals_using_the_internet_percent_of_population,labor_force_participation_rate_total_percent_of_total_population_ages_15_64_modeled_ilo_estimate,life_expectancy_at_birth_total_years,literacy_rate_adult_total_percent_of_people_ages_15_and_above,mammal_species_threatened,maximum_5_day_rainfall_25_year_return_level_projected_change_in_mm,mean_drought_index_projected_change_unitless,methane_emissions_metric_tons_of_co2_equivalent_per_capita,mortality_rate_under_5_per_1_000_live_births,net_migration,nitrous_oxide_emissions_metric_tons_of_co2_equivalent_per_capita,patent_applications_residents,people_using_safely_managed_drinking_water_services_percent_of_population,people_using_safely_managed_sanitation_services_percent_of_population,pm2_5_air_pollution_mean_annual_exposure_micrograms_per_cubic_meter,political_stability_and_absence_of_violence_terrorism_estimate,population_ages_65_and_above_percent_of_total_population,population_density_people_per_sq_km_of_land_area,poverty_headcount_ratio_at_national_poverty_lines_percent_of_population,prevalence_of_overweight_percent_of_adults,prevalence_of_undernourishment_percent_of_population,proportion_of_seats_held_by_women_in_national_parliaments_percent,ratio_of_female_to_male_labor_force_participation_rate_percent_modeled_ilo_estimate,regulatory_quality_estimate,renewable_electricity_output_percent_of_total_electricity_output,renewable_energy_consumption_percent_of_total_final_energy_consumption,research_and_development_expenditure_percent_of_gdp,rule_of_law_estimate,school_enrollment_primary_percent_gross,school_enrollment_primary_and_secondary_gross_gender_parity_index_gpi,scientific_and_technical_journal_articles,strength_of_legal_rights_index_0_weak_to_12_strong,terrestrial_and_marine_protected_areas_percent_of_total_territorial_area,unemployment_total_percent_of_total_labor_force_modeled_ilo_estimate,unmet_need_for_contraception_percent_of_married_women_ages_15_49,voice_and_accountability_estimate,poverty_headcount_ratio_at_1_90_a_day_2011_ppp_percent_of_population
AGO,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100835335649402,NA,NA,NA,NA,NA,NA,NA,NA,6.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06146168708801,NA,NA,NA,37.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00694802300963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1961,NA,NA,NA,NA,45.8570626453838,NA,NA,NA,NA,NA,0.0822037967470503,NA,NA,NA,NA,NA,NA,NA,NA,6.79,28.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04512072012658,4.43689099221946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1962,NA,NA,NA,NA,45.881126173097,NA,NA,NA,NA,NA,0.210531477092341,NA,NA,NA,NA,NA,NA,NA,NA,6.872,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.113,NA,NA,NA,NA,NA,NA,-296717,NA,NA,NA,NA,NA,NA,3.0644879174416,4.4987077885618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1963,NA,NA,NA,NA,45.8971685249058,NA,NA,NA,NA,NA,0.202737303453956,NA,NA,NA,NA,NA,NA,NA,NA,6.954,30.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07134941397577,4.55559316595813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1964,NA,NA,NA,NA,45.9212320526189,NA,NA,NA,NA,NA,0.213560349319029,NA,NA,NA,NA,NA,NA,NA,NA,7.036,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07068263120562,4.60017967434026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1965,NA,NA,NA,NA,45.9372744044277,NA,NA,NA,NA,NA,0.205890925853079,NA,NA,NA,NA,NA,NA,NA,NA,7.116,32.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06188123530258,4.62867570385819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1966,NA,NA,NA,NA,45.9613379321409,NA,NA,NA,NA,NA,0.268941436867758,NA,NA,NA,NA,NA,NA,NA,NA,7.194,33.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03201023176101,4.63721344349082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1967,NA,NA,NA,NA,45.985401459854,NA,NA,NA,NA,NA,0.172101693676556,NA,NA,NA,NA,NA,NA,NA,NA,7.267,34.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.813,NA,NA,NA,NA,NA,NA,-587286,NA,NA,NA,NA,NA,NA,2.98096217980435,4.63162188176787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1968,NA,NA,NA,NA,46.0094649875672,NA,NA,NA,NA,NA,0.289718091111522,NA,NA,NA,NA,NA,NA,NA,NA,7.332,34.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89511564453297,4.62954359509104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1969,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.480234020430607,NA,NA,NA,NA,NA,NA,NA,NA,7.388,36.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76841234245477,4.65489211518409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1970,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.608223599046918,NA,NA,NA,NA,NA,NA,NA,NA,7.434,38.29,NA,NA,NA,NA,NA,NA,NA,NA,2.72099995613098,NA,NA,NA,40.914,NA,NA,NA,NA,3.96861654583375,NA,NA,4.8201855063311,NA,NA,NA,NA,NA,2.6075294145609,4.7247653806048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1971,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.564548236096118,NA,NA,NA,NA,0,-136.789917179727,NA,637.459055349999,7.467,38.35,NA,15.834196369121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.282,NA,NA,NA,NA,2.40035346446326,NA,NA,2.62287848069876,NA,NA,NA,NA,NA,2.64300436847776,4.84541349161787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5702705383301,0.640190005302429,NA,NA,NA,NA,NA,NA,NA
AGO,1972,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.721245978268245,NA,NA,NA,NA,0,-153.693308526423,NA,663.452748732826,7.488,36.86,NA,21.2608056842657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.65,NA,NA,NA,NA,2.4949780365115,NA,199800,2.68203705434475,NA,NA,NA,NA,NA,2.66527349056229,5.01207347397128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2982177734375,0.656719982624054,NA,NA,NA,NA,NA,NA,NA
AGO,1973,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.751239887196508,NA,NA,NA,NA,0,-182.757279174801,NA,635.787618890183,7.498,39.06,NA,20.1069410228998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.016,NA,NA,NA,NA,2.56299790579043,NA,NA,2.71495169588494,NA,NA,NA,NA,NA,2.67561977428835,5.21132750461218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9073333740234,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1974,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.72077637996977,NA,NA,NA,NA,0,-187.075366914788,NA,624.110610555833,7.5,38.21,NA,20.9261042279001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.374,NA,NA,NA,NA,2.21970958591293,NA,NA,2.21814747876913,NA,NA,NA,NA,NA,2.67628797671481,5.42342183364081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8887710571289,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1975,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.628568906605923,NA,NA,NA,NA,0,-176.525498954844,NA,586.690489749431,7.494,36.84,NA,17.82626378517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.721,NA,NA,NA,NA,2.42901480637813,NA,NA,2.51223134965831,NA,NA,NA,NA,NA,2.66921981776765,5.63407395524184,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1976,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.451353518485931,NA,NA,NA,NA,0,-173.974390517597,NA,559.454490680621,7.485,36.47,NA,16.8222447142506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.053,NA,NA,NA,NA,2.0656200850909,NA,NA,2.02649766625744,NA,NA,NA,NA,NA,2.64528830172475,5.83902221865725,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1977,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.469221176481519,NA,NA,NA,NA,0,-166.830016687007,NA,532.949459995606,7.475,35.51,NA,14.22482628079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.367,NA,NA,NA,NA,2.31452261063072,NA,199800,2.23051487741472,NA,NA,NA,NA,NA,2.62095759938463,6.04294136520414,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1978,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.694736947493982,NA,NA,NA,NA,0,-130.490939691978,NA,566.952139260275,7.467,35.61,NA,20.3840290081998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.66,NA,NA,NA,NA,2.34628256459908,NA,NA,2.22114937707194,NA,NA,NA,NA,NA,2.59839062103093,6.24906312665437,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1979,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.683062947974992,NA,NA,NA,NA,0,-145.520957591765,NA,555.745441183351,7.461,34.73,NA,19.9556566271436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.931,NA,NA,NA,NA,2.8423317899938,NA,NA,2.87100007979581,NA,NA,NA,NA,NA,2.57881946129264,6.46351728563407,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1980,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.640966402195152,NA,NA,NA,NA,0,-147.653491946298,NA,547.044587473231,7.459,34.74,NA,19.9630642352265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.178,NA,NA,NA,NA,2.35385681997111,237.3,NA,2.12349518162001,NA,NA,NA,NA,NA,2.56323692896865,6.69069463383332,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,142.744094848633,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1981,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.611135119645444,NA,NA,NA,NA,0,-124.340308114205,NA,531.589110099178,7.459,33.99,NA,19.1593948140793,-4.40000121936168,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.404,NA,NA,NA,NA,2.01434046344367,234.6,NA,1.64243442988938,NA,NA,NA,NA,NA,2.5737213102194,6.93065372583621,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,123.538421630859,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1982,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.519354626128818,NA,NA,NA,NA,0,-129.536934935785,NA,506.059343568321,7.461,34.53,NA,16.6165495845697,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.611,NA,NA,NA,NA,2.14122719327149,231.9,234148,1.80661446785696,NA,NA,NA,NA,NA,2.58128326417549,7.18131868131868,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,114.47566986084,0.826059997081757,NA,NA,NA,NA,NA,NA,NA
AGO,1983,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.551348574103997,NA,NA,NA,NA,0,-177.162712311364,NA,501.904916698426,7.462,35.16,NA,17.6234054770716,4.20000142834165,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.799,NA,NA,NA,NA,2.0676979414742,229.2,NA,1.67970615953963,NA,NA,NA,NA,NA,2.58339642098982,7.44212400737948,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,103.944023132324,0.787509977817535,NA,NA,NA,NA,NA,NA,NA
AGO,1984,NA,NA,NA,NA,46.0415496911847,NA,NA,NA,NA,NA,0.520982856139637,NA,NA,NA,NA,0,-203.69559765004,NA,489.327132030627,7.459,35.57,NA,17.0652488118416,6.00000216437297,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.966,NA,NA,NA,NA,1.63633931767781,227.1,NA,1.05153465184861,NA,NA,NA,NA,NA,2.57645697435421,7.71216331114141,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,91.8241424560547,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1985,NA,NA,11.2807397816442,0.448669624839869,46.0415496911847,NA,NA,NA,NA,NA,0.47190277210483,NA,NA,NA,NA,0,-215.487057463691,NA,500.924864763561,7.451,36.06,NA,20.307574107072,3.49999948953466,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.107,NA,NA,NA,NA,1.61558972563433,225.5,NA,0.997467776792143,NA,NA,NA,NA,NA,2.55967754256501,7.99069302959814,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,73.3791275024414,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1986,NA,NA,6.008688470101,0.640560862206435,46.0415496911847,NA,NA,NA,NA,NA,0.451618882781396,NA,NA,NA,NA,0,-263.269770887141,NA,489.11169656993,7.435,37.38,NA,19.8912888219892,2.90000174265121,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.213,NA,NA,NA,NA,1.53885941730666,224.3,NA,0.907785584864349,NA,NA,NA,NA,NA,2.5452342518409,8.27794256838052,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,79.3919372558594,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1987,NA,NA,16.0213923883709,0.648623721485273,46.0415496911847,NA,0.324324324324324,NA,NA,NA,0.544085132259045,NA,NA,NA,NA,0,-331.783550046493,NA,483.62448254087,7.409,37.93,NA,20.3842360205843,4.08274863648847,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.283,NA,NA,NA,NA,1.91715976331361,223.4,188491,1.44928063241107,NA,NA,NA,NA,NA,2.52096264939074,8.5740354535975,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,79.4646835327148,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1988,NA,NA,16.5181283930561,0.683607238403893,46.0415496911847,NA,NA,NA,NA,NA,0.463508296402709,NA,NA,NA,NA,0,-403.089252529376,NA,486.037648908344,7.373,37.78,NA,22.0179649033579,6.12889047620018,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.317,NA,NA,NA,NA,1.42735170151924,222.8,NA,0.785003952819151,NA,NA,NA,NA,NA,2.49469418732297,8.8778775968557,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,77.8654632568359,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1989,NA,NA,18.5914460433547,0.501598914247182,46.0415496911847,NA,NA,NA,NA,NA,0.437295461971892,NA,NA,NA,NA,0,-394.395232764759,NA,480.094200000576,7.328,37.81,NA,22.1032510621213,0.0416214618442581,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.324,NA,NA,NA,NA,1.51015598121203,222.3,NA,0.933728434870447,NA,NA,NA,NA,NA,2.47529916994456,9.1880781262533109,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,77.5963592529297,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1990,NA,NA,27.3386167963858,0.692286981346396,46.0447581615465,NA,NA,NA,NA,NA,0.431743614699926,NA,NA,NA,NA,0,-387.018022299596,4.60529971830761,496.536490286525,7.272,37.91,48.9099221945937,25.4803884173733,-3.45009868360484,NA,NA,NA,NA,NA,1.2913000584,NA,0,78.5,45.306,NA,NA,NA,NA,1.86155312630767,222.2,NA,1.49583732332826,NA,NA,NA,36.4481159908747,NA,2.46696891880464,9.50379882890832,NA,13.1,NA,NA,94.8838749336975,NA,86.2068965517241,72.2552519216681,NA,NA,73.0395889282227,NA,NA,NA,NA,NA,NA,NA,NA
AGO,1991,NA,NA,14.8930857036363,0.640274304051829,46.0816555707067,NA,NA,NA,NA,NA,0.41553083007202,NA,NA,NA,NA,0,-397.266037863952,4.77285795797546,491.802570695934,7.208,39.52,48.8098172926526,25.4828610894249,0.991359301460875,NA,NA,NA,NA,NA,NA,NA,NA,78.4899978637695,45.271,NA,NA,NA,NA,1.56482610154168,222.1,NA,1.09149024879865,NA,NA,NA,NA,NA,2.48174101496942,9.8250589556429,NA,13.6,NA,NA,94.771498003339,NA,82.6552462526767,71.8886392044557,NA,NA,66.8043670654297,NA,NA,NA,NA,3.70799994468689,NA,NA,NA
AGO,1992,NA,NA,58.8272478681847,2.08291652156629,46.1217614502286,NA,NA,NA,NA,NA,0.410522931864339,NA,NA,NA,NA,0,-440.718544685688,5.1551804048927,478.585591978615,7.138,42.21,48.7097123907115,24.0980759316387,-5.8382807331314,NA,NA,NA,NA,NA,NA,NA,NA,78.5130004882813,45.23,NA,NA,NA,NA,2.23486466299544,222.1,142812,2.01340120843468,4,NA,NA,NA,NA,2.49965119125101,10.1526959172215,NA,14,NA,NA,94.6047817347651,NA,88.70116156283,72.7232825172167,NA,NA,64.2471466064453,NA,NA,NA,NA,3.74000000953674,NA,NA,NA
AGO,1993,NA,NA,49.9024274370719,2.37570058944931,46.1217614502286,NA,NA,NA,NA,NA,0.441721097947702,NA,NA,NA,NA,0,-386.724353281047,7.0903466049636,479.819846181838,7.065,41.79,48.6096106220422,24.9646618214416,-23.9834174420578,NA,NA,NA,NA,NA,NA,NA,NA,78.6449966430664,45.201,NA,NA,NA,NA,1.3420599800429,222.3,NA,0.825045015127668,NA,NA,NA,NA,NA,2.51717603505731,10.4877267987487,NA,14.4,NA,NA,94.2771952125523,NA,93.6842105263158,71.2770563190797,NA,NA,NA,NA,NA,NA,NA,3.80399990081787,NA,NA,NA
AGO,1994,NA,NA,68.5664588051023,4.40863619611649,46.1217614502286,NA,NA,NA,NA,NA,0.288119067989055,NA,NA,NA,NA,0,-418.093192540974,6.94423140874873,470.938621702554,6.99,47.53,48.5095057201011,24.4396830159153,1.33936343647989,NA,NA,NA,NA,NA,NA,NA,NA,78.5960006713867,45.201,NA,NA,NA,NA,1.46700023334264,221.9,NA,1.04066130682099,NA,NA,NA,NA,NA,2.53039397139179,10.8315930055346,NA,14.9,NA,NA,94.2774370108328,NA,93.717277486911,72.2202689083442,NA,NA,NA,NA,NA,NA,NA,3.81599998474121,NA,NA,NA
AGO,1995,NA,NA,37.2635734565284,2.36733724196839,46.1217614502286,6.65321372200356,NA,NA,NA,NA,0.7870325472424,NA,NA,NA,NA,0,-472.406507849653,6.28504108457549,455.666054700088,6.918,45.97,48.4094008181599,22.7801963282831,15.0000000288634,NA,NA,NA,NA,NA,NA,NA,NA,78.4550018310547,45.246,NA,NA,NA,NA,1.53604758509842,221.2,NA,1.05071664054299,NA,NA,NA,35.6029081697262,NA,2.53790442392891,11.1856950348921,NA,15.3,NA,NA,94.4568480172529,NA,93.75,73.9458883392515,NA,NA,NA,NA,NA,NA,NA,3.81900000572205,NA,NA,NA
AGO,1996,NA,NA,43.0669212151357,1.8921356891652,46.1217614502286,7.02686916586973,NA,NA,NA,NA,0.726233460982052,-1.167702,NA,NA,NA,0,-507.334018380659,5.81600177057866,454.055175995032,6.851,49,48.3092959162188,23.498096951988,13.5443697551026,NA,NA,-0.85994,NA,NA,NA,NA,7.75929e-4,78.3860015869141,45.35,NA,NA,NA,NA,1.45151780268749,219.7,NA,0.805669147491872,NA,NA,NA,NA,-2.057286,2.55663623462134,11.5510700248656,NA,15.8,NA,NA,94.5533355642006,-1.415345,89.9805447470817,73.1396004507038,NA,-1.630469,NA,NA,NA,NA,NA,3.8289999961853,NA,-1.578164,NA
AGO,1997,NA,NA,32.8385246887211,1.53953347349666,46.1217614502286,9.00201794169947,NA,NA,NA,NA,0.496361244979515,NA,NA,NA,NA,0,-520.232164701751,5.50756315209878,449.254449933665,6.789,48.8,48.2091910142777,23.8744737221415,7.27427735460373,NA,NA,NA,NA,NA,NA,NA,0.005673746,78.3219985961914,45.519,NA,NA,NA,NA,1.01341015104659,217,199800,0.183704491186875,NA,NA,NA,NA,NA,2.56698519389681,11.9287478944413,NA,16.3,NA,9.54545454545455,94.6704671739503,NA,76.3525305410122,73.7344159506134,NA,NA,NA,NA,NA,NA,NA,3.82100009918213,NA,NA,NA
AGO,1998,NA,NA,16.3392658710583,1.97651174306193,46.1217614502286,12.9111824086392,NA,NA,NA,NA,0.475815159521396,-1.405836,NA,NA,NA,0,-542.370708114417,5.14365372753651,433.882494734075,6.732,56.71,48.1090892456084,22.1248654389638,4.69114645093549,NA,NA,-1.341783,6.11467981338501,NA,NA,NA,0.018453724,78.2470016479492,45.763,NA,NA,NA,NA,1.04735793592555,213.5,NA,0.186112002518815,NA,NA,NA,NA,-2.313072,2.57091964823826,12.3202061442207,NA,16.7,NA,15.4545454545455,94.8216705251551,-1.689659,80.4248861911988,76.8197936265394,NA,-1.700753,71.5319519042969,0.819149971008301,NA,NA,NA,3.81800007820129,NA,-1.411879,NA
AGO,1999,NA,NA,37.1721433811147,1.94762916135998,46.0415496911847,6.29025682837342,NA,NA,NA,NA,0.57708291408973,NA,NA,NA,NA,0,-519.352405948731,5.23314828658247,441.163218779962,6.683,53.89,48.0089843436673,24.7144129205662,2.18148971840458,NA,NA,NA,NA,NA,NA,NA,0.071964087,78.1650009155273,46.093,NA,NA,NA,NA,1.01418874763509,209.2,NA,0.17802473821394799,NA,NA,NA,NA,NA,2.57058906832848,12.7270947300874,NA,17.3,NA,15.4545454545455,94.9792207747424,NA,66.9662921348315,73.4107838285377,NA,NA,NA,NA,NA,NA,NA,3.84999990463257,NA,NA,NA
AGO,2000,37.27,NA,47.0859848732294,1.26643787406844,45.9613379321409,5.66468956353549,NA,NA,74.7,NA,0.581961496322796,-1.522685,NA,NA,NA,0,-504.159001757244,5.21828089060902,438.550019264464,6.639,62.63,47.9088794417262,25.2200519176355,3.05462423430785,NA,52,-1.46231,5.2550802230835,NA,NA,3.2,0.105045562,78.0609970092773,46.522,NA,NA,NA,NA,0.961137260266904,203.9,NA,0.182750268930942,NA,NA,NA,36.182967879889,-2.035583,2.5668792843,13.1510972968637,NA,17.8,NA,15.4545454545455,95.1568469239494,-1.799331,63.1141868512111,74.6181714427266,NA,-1.663307,NA,NA,7.17,NA,NA,3.83699989318848,NA,-1.458065,36.4
AGO,2001,37.96,20,30.7396229263703,1.2384065471095,45.9613379321409,8.15637702246655,NA,NA,NA,30.1,0.574316054293958,NA,NA,NA,NA,0,-475.111255280346,5.22724830275015,442.978839594794,6.601,71.14,47.808774539785,26.6792999769536,4.2059985561951,NA,NA,NA,NA,NA,NA,NA,0.136013867,78.0279998779297,47.059,67.4054183959961,NA,NA,NA,0.914500524113623,197.8,NA,0.180920912750233,NA,NA,NA,NA,NA,2.57473362204677,13.5924865645304,NA,18.3,67.5,15.4545454545455,95.2100924697951,NA,62.0879120879121,73.7578589617145,NA,NA,NA,NA,10.58,NA,NA,3.83500003814697,NA,NA,NA
AGO,2002,38.49,25.0560569763184,19.2632515051681,0.806548246045113,46.0335285152803,5.8395499748266,0.432702702702703,NA,NA,NA,0.722958874715979,-1.183629,NA,NA,NA,0,-550.714185301334,5.87651279748667,448.261720124591,6.567,80.82,47.7086696378439,28.1478041542876,13.6656865230232,NA,NA,-1.238857,NA,NA,NA,NA,0.270376746,77.9169998168945,47.702,NA,NA,NA,NA,0.89585172839941,190.9,261100,0.179954618352882,NA,NA,NA,NA,-1.577046,2.5769065260562,14.0526325499318,NA,18.8,63.2,15.4545454545455,95.3789312221978,-1.46316,64.7592067988669,72.1251264392252,NA,-1.617329,NA,NA,15.13,NA,NA,3.87100005149841,NA,-1.238779,NA
AGO,2003,39.24,26.1385898590088,17.0501338791878,0.945862649251172,46.1939520333681,6.19838433868839,NA,NA,NA,NA,0.500225395509936,-1.320665,NA,NA,NA,0,-501.436655943393,6.02511969108891,467.644059295602,6.533,86.75,47.6085678691746,31.7214241193656,2.98985001039553,NA,NA,-1.156531,NA,NA,NA,NA,0.370682065,77.8519973754883,48.44,NA,NA,NA,NA,0.860294019047783,183.2,NA,0.178355199374179,NA,NA,NA,NA,-1.006538,2.57132433837216,14.5355570706666,NA,19.4,58.7,15.4545454545455,95.474076480431,-1.212144,62.2055137844612,67.3061167192922,NA,-1.52141,NA,NA,5.89,NA,NA,3.875,NA,-1.272615,NA
